"MATERIAL","INSTALLED","NOM_DIA_MM","LENGTH","condition_overall_score","condition_overall_score_label","condition_CCTV_score","condition_CCTV_date","condition_CCTV_source","condition_CCTV_app_availability","condition_instability_score","condition_corrosivity_score","condition_age_score","condition_confidence_scenario","criticality_overall_score","criticality_overall_score_label","criticality_operational_score","criticality_pipe_type_score","criticality_people_impacts_score","criticality_people_impacts_dataset_s_","criticality_environmental_impacts_score","criticality_environmental_impacts_dataset_s_","criticality_infiltration_score","criticality_impact_of_failure_score","criticality_flow_ratio","criticality_confidence_scenario","Risk-score"
"CONC",1966,450,10.69,2,"2","2","2009","te puna wai","no",1,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",2.78533119970915,3,1,2,2.5,"Property Parcels",1,NA,1,1.025,0.00275403211536049,"Modelled Flow Data Used & Depth Available",8
"CONC",1966,450,59.74,2,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.78456603885888,3,1,2,2.5,"Property Parcels",1,NA,1,1.025,0.00372566494110682,"Modelled Flow Data Used & Depth Available",8
"CONC",1966,450,51.97,2,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.78409731449696,3,1,2,2.5,"Property Parcels",1,NA,1,1.025,0.0043208704800574,"Modelled Flow Data Used & Depth Available",8
"CONC",1992,450,33.24,2,"2","2","2012","te puna wai","no",1,1,1,"CCTV Available (10-20 Years Old) & Soil Type Available",2.78229589276005,3,1,2,2.5,"Property Parcels",1,"Aquifer - Auckland Isthmus Volcanic Aquifer",1,1.025,0.00660839014597014,"Modelled Flow Data Used & Depth Available",8
"CONC",1967,525,62,2,"2","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.78150792910298,3,1,2,2.5,"Property Parcels",1,NA,1,1.025,0.00760897891685461,"Modelled Flow Data Used & Depth Available",8
"CONC",1965,450,101.78,2.33,"2","2","2012","te puna wai","no",5,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",2.78030951492357,3,1,2,2.5,"Property Parcels",1,"Significant Ecological Area - SEA_T_6017",1,1.025,0.00913077470022553,"Modelled Flow Data Used & Depth Available",8
"CONC",1986,450,117.13,1.18,"1","1","2003","CCTV Footage Review Log South_Latest.xls","no",1,3,1,"CCTV Available (20-30 Years Old) & Soil Type Available",2.77873358760943,3,1,2,2.5,"Property Parcels",1,NA,1,1.025,0.0111319522419945,"Modelled Flow Data Used & Depth Available",4
"CONC",1966,450,87.85,3,"3","3","2011","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",2.77628608634663,3,1,2,2.5,"Property Parcels",1,NA,1,1.025,0.0142398903534877,"Modelled Flow Data Used & Depth Available",14
"CONC",1966,450,44.08,3,"3","3","2011","CCTV Footage Review Log South_Latest.xls","no",1,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",2.77628355270143,3,1,2,2.5,"Property Parcels",1,NA,1,1.025,0.0142431076807253,"Modelled Flow Data Used & Depth Available",14
"CONC",1971,470,141.33,2.48,"2","2","2004","te puna wai","no",5,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",2.77546011801156,3,1,2,2.5,"Property Parcels",1,NA,1,1.025,0.0152887390329358,"Modelled Flow Data Used & Depth Available",8
"CONC",1976,450,50.18,1.51,"2","1","2011","te puna wai","no",1,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",2.77542718062397,3,1,2,2.5,"Property Parcels",1,NA,1,1.025,0.0153305642870242,"Modelled Flow Data Used & Depth Available",8
"CONC",1966,450,54.25,2.33,"2","2","2009","te puna wai","yes",5,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",2.77495592261684,3,1,2,2.5,"Property Parcels",1,NA,1,1.025,0.0159289871532123,"Modelled Flow Data Used & Depth Available",8
"CONC",1926,450,197.6,2,"2","2","2016","te puna wai","no",5,1,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.7725,3,2,2,2.5,"Property Parcels",1,NA,1,1.025,0.4,"Diameter Used For Flow Approximation & Depth Available",8
"CONC",1926,450,161.09,2,"2","2","2016","te puna wai","no",5,1,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.7725,3,2,2,2.5,"Property Parcels",1,"Aquifer - Onehunga Volcanic Aquifer",1,1.025,0.4,"Diameter Used For Flow Approximation & Depth Available",8
"CONC",1926,450,160.47,2,"2","2","2016","te puna wai","no",5,1,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.7725,3,2,2,2.5,"Property Parcels",1,"Aquifer - Onehunga Volcanic Aquifer",1,1.025,0.4,"Diameter Used For Flow Approximation & Depth Available",8
"CONC",1965,450,72.22,2.33,"2","2","2012","te puna wai","no",5,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",2.7725,3,2,2,2.5,"Property Parcels",1,"Aquifer - Auckland Isthmus Volcanic Aquifer",1,1.025,0.4,"Diameter Used For Flow Approximation & Depth Available",8
"GRP",2021,428,27.77,1.97,"2","None","None","None","no",5,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.7725,3,2,2,2.5,"Property Parcels",1,"Significant Ecological Area - SEA_T_4661",1,1.025,0.4,"Diameter Used For Flow Approximation & Depth Available",8
"PE",2021,500,22.73,1.97,"2","None","None","None","no",5,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.7725,3,2,2,2.5,"Property Parcels",1,"Significant Ecological Area - SEA_T_4661",1,1.025,0.4,"Diameter Used For Flow Approximation & Depth Available",8
"CONC",2006,450,1.88,2,"2","2","2016","te puna wai","no",3,3,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.7725,3,2,2,2.5,"Property Parcels",1,"Aquifer - Onehunga Volcanic Aquifer",1,1.025,0.4,"Diameter Used For Flow Approximation & Depth Available",8
"PE",2009,500,199.62,1.12,"1","1","2018","te puna wai","no",1,3,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.7725,3,2,2,2.5,"Property Parcels",1,NA,1,1.025,0.4,"Diameter Used For Flow Approximation & Depth Available",4
"PE",2013,560,186.99,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.7725,3,2,2,2.5,"Property Parcels",1,NA,1,1.025,0.4,"Diameter Used For Flow Approximation & Depth Available",4
"PE",2020,400,126.6,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.7725,3,2,2,2.5,"Property Parcels",1,NA,1,1.025,0.4,"Diameter Used For Flow Approximation & Depth Available",4
"VC",1910,450,126.5,3.07,"3","3","2018","te puna wai","yes",1,1,4,"CCTV Available (0-10 Years Old) & Soil Type Available",2.7725,3,2,2,2.5,"Property Parcels",1,NA,1,1.025,0.4,"Diameter Used For Flow Approximation & Depth Available",14
"PE",2013,560,117.17,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.7725,3,2,2,2.5,"Property Parcels",1,NA,1,1.025,0.4,"Diameter Used For Flow Approximation & Depth Available",4
"PE",2021,400,39.86,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.7725,3,2,2,2.5,"Property Parcels",1,NA,1,1.025,0.4,"Diameter Used For Flow Approximation & Depth Available",4
"CONC",2006,450,28.93,2,"2","2","2016","te puna wai","no",1,1,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.7725,3,2,2,2.5,"Property Parcels",1,"Aquifer - Onehunga Volcanic Aquifer",1,1.025,0.4,"Diameter Used For Flow Approximation & Depth Available",8
"PE",2012,450,28.26,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.7725,3,2,2,2.5,"Property Parcels",1,NA,1,1.025,0.4,"Diameter Used For Flow Approximation & Depth Available",4
"PE",2020,500,6.15,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.7725,3,2,2,2.5,"Property Parcels",1,NA,1,1.025,0.4,"Diameter Used For Flow Approximation & Depth Available",4
"PE",2012,800,158.38,1.34,"1","1","2015","te puna wai","no",3,3,1,"CCTV Available (0-10 Years Old) & Soil Type Not Available",2.77110451761103,3,2,4,2,"Public Park & Sports Area",1,NA,1.5,1.015,0.0620214395099541,"Modelled Flow Data Used & Depth Available",4
"CONC",1961,635,144.22,3.17,"3","None","None","None","no",5,1,3,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.76637825421133,3,3,3,2,"Public Park & Sports Area",1,NA,1.5,0.955,0.10260336906585,"Modelled Flow Data Used & Depth Available",14
"CONC",1961,635,161.89,3.17,"3","None","None","None","no",5,1,3,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.76575229709035,3,3,3,2,"Public Park & Sports Area",1,NA,1.5,0.955,0.101837672281776,"Modelled Flow Data Used & Depth Available",14
"CONC",1961,635,137.5,3.17,"3","None","None","None","no",5,1,3,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.76575229709035,3,3,3,2,"Public Park & Sports Area",1,NA,1.5,0.955,0.101837672281776,"Modelled Flow Data Used & Depth Available",14
"CONC",1961,635,43.92,3.17,"3","None","None","None","no",5,1,3,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.76512633996937,3,3,3,2,"Public Park & Sports Area",1,NA,1.5,0.955,0.101071975497703,"Modelled Flow Data Used & Depth Available",14
"CONC",1967,450,158.53,2,"2","2","2005","te puna wai","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",2.76474040995184,3,2,2,2,"Public Park & Sports Area",1,NA,5,1.01,0.0173060032108926,"Modelled Flow Data Used & Depth Available",8
"CONC",1966,450,3.66,2,"2","2","2010","te puna wai","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",2.76457647104245,3,2,2,2,"Public Park & Sports Area",1,NA,5,1.01,0.0282352638369201,"Modelled Flow Data Used & Depth Available",8
"PE",2018,400,734.12,1.59,"2","None","None","None","no",3,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.7635,3,2,4,2,"Public Park & Sports Area",1,NA,1.5,1.015,0.4,"Diameter Used For Flow Approximation & Depth Available",8
"CONC",1998,525,123.93,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.75518943622775,3,1,2,2,"Public Park & Sports Area",1,NA,5,1.01,0.0128242663689567,"Modelled Flow Data Used & Depth Available",4
"CONC",1998,525,134.79,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.75518697497241,3,1,2,2,"Public Park & Sports Area",1,NA,5,1.01,0.0128274836961942,"Modelled Flow Data Used & Depth Available",4
"CONC",2008,525,215.83,1.54,"2","1","2008","te puna wai","no",5,1,1,"CCTV Available (10-20 Years Old) & Soil Type Available",2.75508852475894,3,1,2,2,"Public Park & Sports Area",1,NA,5,1.01,0.0129561767856971,"Modelled Flow Data Used & Depth Available",8
"CONC",1965,1050,43.42,3,"3","3","2000","te puna wai","no",1,3,2,"CCTV Available (20-30 Years Old) & Soil Type Available",2.75328934710778,3,4,4,1,NA,1,"Ocean Intercept, Significant Ecological Area - SEA-M2-55a",5,0.83,0.147173417155432,"Modelled Flow Data Used & Depth Available",14
"CONC",1992,724,69.62,1.97,"2","None","None","None","no",5,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.74977029096478,3,3,3,1,NA,4,"NZ River Lines",1.5,0.925,0.130168453292496,"Modelled Flow Data Used & Depth Available",8
"CONC",1964,1050,214.22,2,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",1,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.74974663548004,3,1,4,2,"Public Park & Sports Area",1,NA,1,1,0.000337819359944919,"Modelled Flow Data Used & Depth Available",8
"CONC",1964,1350,79.8,3,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.74844472792672,3,4,5,1,NA,1,NA,5,0.895,0.0940843004082788,"Modelled Flow Data Used & Depth Available",14
"CONC",1965,900,71.06,2,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",1,1,2,"CCTV Available (0-10 Years Old) & Soil Type Not Available",2.74271738675812,3,4,5,1,NA,1,"Ocean Intercept",5,0.895,0.0906288909551279,"Modelled Flow Data Used & Depth Available",8
"CLS",1965,457,20.24,4.58,"5","None","None","None","no",5,1,5,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.741,3,2,4,1,NA,4,"NZ River Lines",1.5,0.99,0.4,"Diameter Used For Flow Approximation & Depth Available",22
"CONC",1998,825,212.52,1.83,"2","1","1999","te puna wai","no",5,3,1,"CCTV Available (20-30 Years Old) & Soil Type Available",2.73970645106284,3,3,4,1,NA,4,"NZ River Lines",1,0.97,0.0436559132865963,"Modelled Flow Data Used & Depth Available",8
"CONC",1964,1050,189.73,2,"2","2","2019","CCTV Footage Review Log South_Latest.xls","no",1,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.73915358555034,3,1,4,2,"Public Park & Sports Area",1,NA,1,1,0.0144618859328801,"Modelled Flow Data Used & Depth Available",8
"PE",2020,400,175.69,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.7365,3,2,2,1,NA,4,"NZ River Lines",5,0.985,0.4,"Diameter Used For Flow Approximation & Depth Available",4
NA,NA,0,0,3,"3","None","None","None","no",3,3,3,"CCTV NOT Available or Over 30 Years Old & Soil Type Not Available",2.732,3,1,4,1,NA,4,"Ocean Intercept, Significant Ecological Area - SEA-M2-57b, NZ River Lines",5,1.11,0.2,"Diameter Used For Flow Approximation & Depth Available",14
NA,NA,0,0,3,"3","None","None","None","no",3,3,3,"CCTV NOT Available or Over 30 Years Old & Soil Type Not Available",2.732,3,1,4,1,NA,4,"Ocean Intercept, Significant Ecological Area - SEA-M2-57b, NZ River Lines",5,1.11,0.2,"Diameter Used For Flow Approximation & Depth Available",14
"CONC",1964,800,158.98,1.75,"2","1","2015","te puna wai","no",3,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.73035987748852,3,4,4,1,NA,1,NA,1,0.69,0.226646248085758,"Modelled Flow Data Used & Depth Available",8
"PE",2012,400,51.83,1.97,"2","None","None","None","no",5,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.72525301865728,3,1,2,1,NA,4,"NZ River Lines",5,0.985,0.00308863414806783,"Modelled Flow Data Used & Depth Available",8
"CONC",2008,470,53.32,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.72407803466348,3,1,2,1,NA,4,"NZ River Lines",5,0.985,0.00470373242132831,"Modelled Flow Data Used & Depth Available",4
"CONC",2012,1800,24.64,1.59,"2","None","None","None","no",3,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.72269898364633,3,4,5,1,NA,1,NA,1.5,0.77,0.172194571082019,"Modelled Flow Data Used & Depth Available",8
"CONC",2012,1800,4.54,1.59,"2","None","None","None","no",3,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.72269898364633,3,4,5,1,NA,1,NA,1.5,0.77,0.172194571082019,"Modelled Flow Data Used & Depth Available",8
"PE",2002,355,22.91,3,"3","3","2016","te puna wai","no",1,1,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.72215926493109,3,2,1,2.5,"Property Parcels",1,NA,1.5,0.98,0.0719754977029096,"Modelled Flow Data Used & Depth Available",14
"PVC-U",1985,300,2.71,3,"3","3","2016","te puna wai","no",1,1,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.72215926493109,3,2,1,2.5,"Property Parcels",1,NA,1.5,0.98,0.0719754977029096,"Modelled Flow Data Used & Depth Available",14
"CONC",1912,300,5.34,4.01,"4","3","2008","te puna wai","no",3,3,5,"CCTV Available (10-20 Years Old) & Soil Type Available",2.72059929154454,3,2,1,2.5,"Property Parcels",1,NA,1.5,0.98,0.0199763848180762,"Modelled Flow Data Used & Depth Available",18
"CONC",1975,381,77.56,3,"3","3","2016","te puna wai","no",5,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.72,3,1,1,2.5,"Property Parcels",1,NA,1.5,0.98,0,"Modelled Flow Data Used & Depth Available",14
"CONC",2009,375,45.68,2,"2","2","2015","CCTV Footage Review Log South_Latest.xls","no",5,1,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.72,3,1,1,2.5,"Property Parcels",1,NA,5,1.1,0.2,"Diameter Used For Flow Approximation & Depth Available",8
"CONC",1975,381,34.32,2.27,"2","2","2016","te puna wai","no",5,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.72,3,1,1,2.5,"Property Parcels",1,NA,1.5,0.98,0,"Modelled Flow Data Used & Depth Available",8
"CONC",1963,225,31.29,3.27,"3","3","2010","te puna wai","no",5,3,3,"CCTV Available (10-20 Years Old) & Soil Type Available",2.72,3,1,1,2.5,"Property Parcels",1,NA,5,1.1,0.2,"Diameter Used For Flow Approximation & Depth Available",14
"CONC",1975,300,30.62,3,"3","3","2016","te puna wai","no",5,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.72,3,1,1,2.5,"Property Parcels, Public Park & Sports Area",1,NA,1.5,0.98,0,"Modelled Flow Data Used & Depth Available",14
"CONC",1975,381,15.93,2.27,"2","2","2016","te puna wai","no",5,1,2,"CCTV Available (0-10 Years Old) & Soil Type Available",2.72,3,1,1,2.5,"Property Parcels",1,NA,1.5,0.98,0,"Modelled Flow Data Used & Depth Available",8
"CONC",1940,300,11.51,3,"3","3","2015","te puna wai","no",5,1,1,"CCTV Available (0-10 Years Old) & Soil Type Available",2.72,3,1,1,2.5,"Property Parcels",1,NA,1.5,0.98,0,"Modelled Flow Data Used & Depth Available",14
"CONC",2003,300,24.61,2,"2","2","2016","te puna wai","no",3,3,1,"CCTV Available (0-10 Years Old) & Soil Type Not Available",2.72,3,1,1,2.5,"Property Parcels",1,NA,5,1.1,0.2,"Diameter Used For Flow Approximation & Depth Available",8
"CI",1913,225,2.75,3.69,"4","3","2018","CCTV Footage Review Log South_Latest.xls","yes",3,1,5,"CCTV Available (0-10 Years Old) & Soil Type Available",2.72,3,1,1,2.5,"Property Parcels, Building Outlines",1,NA,5,1.1,0.2,"Diameter Used For Flow Approximation & Depth Available",18
"PE",2020,355,167.66,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.72,3,1,1,2.5,"Property Parcels",1,NA,5,1.1,0.2,"Diameter Used For Flow Approximation & Depth Available",4
"PE",2020,355,135.18,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.72,3,1,1,2.5,"Property Parcels",1,NA,5,1.1,0.2,"Diameter Used For Flow Approximation & Depth Available",4
"PE",2020,355,131.12,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.72,3,1,1,2.5,"Property Parcels",1,NA,5,1.1,0.2,"Diameter Used For Flow Approximation & Depth Available",4
"PE",2020,355,100.9,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.72,3,1,1,2.5,"Property Parcels",1,NA,5,1.1,0.2,"Diameter Used For Flow Approximation & Depth Available",4
"CONC",1963,225,49.18,2.45,"2","2","2010","te puna wai","no",1,3,3,"CCTV Available (10-20 Years Old) & Soil Type Available",2.72,3,1,1,2.5,"Property Parcels",1,NA,5,1.1,0.2,"Diameter Used For Flow Approximation & Depth Available",8
"PE",2020,355,23.95,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.72,3,1,1,2.5,"Property Parcels",1,NA,5,1.1,0.2,"Diameter Used For Flow Approximation & Depth Available",4
"VC",1913,225,21.12,3.07,"3","3","2018","CCTV Footage Review Log South_Latest.xls","yes",1,1,4,"CCTV Available (0-10 Years Old) & Soil Type Available",2.72,3,1,1,2.5,"Property Parcels, Building Outlines",1,NA,5,1.1,0.2,"Diameter Used For Flow Approximation & Depth Available",14
"CONC",1960,355,9.81,2.62,"3","None","None","None","no",1,3,3,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.72,3,1,1,2.5,"Property Parcels",1,NA,1.5,0.98,0,"Modelled Flow Data Used & Depth Available",14
"CLS",2021,345,3.27,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",2.72,3,1,1,2.5,"Property Parcels",1,"Significant Ecological Area - SEA_T_4661",5,1.1,0.2,"Diameter Used For Flow Approximation & Depth Available",4
