MATERIAL,INSTALLED,NOM_DIA_MM,LENGTH,condition_overall_score,condition_overall_score_label,condition_age_score,condition_stability_score,condition_corrositivity_score,condition_pressure_score,condition_faults_per_km_score,condition_confidence_scenario,criticality_overall_score,criticality_overall_score_label,criticality_operational_score,criticality_pipe_type_score,criticality_people_impacts_score,criticality_people_impacts_dataset_s_,criticality_environment_impacts_score,criticality_environmental_impacts_dataset_s_,criticality_3rd_party_impacts_score,criticality_3rd_party_impacts_dataset_s_,criticality_impact_of_failure_score,criticality_sqrt_flow_ratio,criticality_confidence_scenario,Risk-score
CLS,1983,760,1.13,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,4.07,4,5,3,2.5,Property Parcels,1,NA,1,NA,1.91,0.6,Modelled Flow Data Used,13
CLS,1959,1070,1.22,1.86,2,2,1,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.98,4,4,4,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5317,1,NA,2.19,0.8,Diameter Used for Flow Approximation,13
CLS,1971,810,10.88,2.25,2,2,1,3,3,2,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
CLS,1997,630,19.54,2.3,2,1,1,1,1,4,Soil Type Available & Modelled Pressure Available,4.07,4,5,3,2.5,Property Parcels,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1.91,0.6,Modelled Flow Data Used,13
CLS,2010,1070,426.19,2.01,2,1,1,3,3,2,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,NA,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
CLS,1959,1070,85.64,2.25,2,2,1,3,3,2,Soil Type Available & Modelled Pressure Not Available,3.98,4,4,4,2.5,Property Parcels,1,NA,1,NA,2.19,0.8,Diameter Used for Flow Approximation,13
CLS,1998,550,316.04,2.49,2,1,1,1,3,4,Soil Type Available & Modelled Pressure Available,3.755,4,5,2,5,"Building Outlines, Schools & Hospitals, Property Parcels",1,NA,1,NA,2.23,0.4,Modelled Flow Data Used,13
CLS,1970,760,269.28,2.2,2,2,1,1,2,3,Soil Type Available & Modelled Pressure Available,4.25,4,5,3,5,"Building Outlines, Schools & Hospitals, Property Parcels",1,Significant Ecological Area - SEA_T_4814,1,NA,2.51,0.6,Modelled Flow Data Used,13
CLS,1958,1070,9.31,2.02,2,2,5,1,3,2,Soil Type Available & Modelled Pressure Not Available,4.0175,4,4,5,2.5,Property Parcels,1,NA,1,NA,2.47,0.8,Diameter Used for Flow Approximation,13
CLS,2010,630,75.77,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,4.07,4,5,3,2.5,Property Parcels,1,"Significant Ecological Area - SEA_T_5244, Aquifer - Mt Wellington Volcanic Aquifer, Place Of Historic Heritage - Mount Wellington/Maungarei R11_12",1,NA,1.91,0.6,Modelled Flow Data Used,13
CLS,1958,1070,181.86,2.25,2,2,1,3,3,2,Soil Type Available & Modelled Pressure Not Available,3.98,4,4,4,2.5,Property Parcels,1,NA,1,NA,2.19,0.8,Diameter Used for Flow Approximation,13
CLS,2009,470,9.65,2.22,2,1,5,1,3,3,Soil Type Available & Modelled Pressure Available,3.7025,4,5,5,1,NA,1,NA,1,NA,2.11,0.4,Modelled Flow Data Used,13
CLS,1959,1070,64.42,2.33,2,2,3,3,3,2,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,Significant Ecological Area - SEA_T_5588,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
CLS,2001,630,18.9,1.6,2,1,5,1,1,2,Soil Type Available & Modelled Pressure Available,4.145,4,5,3,3.5,"Building Outlines, Property Parcels",1,NA,1,NA,2.15,0.6,Modelled Flow Data Used,13
CLS,1966,470,761.76,2.37,2,2,3,1,3,3,Soil Type Available & Modelled Pressure Available,3.755,4,5,2,5,Schools & Hospitals,1,NA,1,NA,2.23,0.4,Modelled Flow Data Used,13
CLS,2006,760,96.61,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,4.07,4,5,3,2.5,Property Parcels,1,Aquifer - Auckland Isthmus Volcanic Aquifer,1,NA,1.91,0.6,Modelled Flow Data Used,13
CLS,1956,810,8.22,1.59,2,2,5,1,3,1,Soil Type Available & Modelled Pressure Not Available,4.0175,4,4,5,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5317,1,NA,2.47,0.8,Diameter Used for Flow Approximation,13
CLS,2006,470,1.97,2.3,2,1,1,1,1,4,Soil Type Available & Modelled Pressure Available,3.59,4,5,2,3.5,"Building Outlines, Property Parcels",1,NA,1,NA,1.87,0.4,Modelled Flow Data Used,13
CLS,1971,810,33.04,2.25,2,2,1,3,3,2,Soil Type Available & Modelled Pressure Not Available,4.0025,4,4,5,1,NA,4,"NZ River Lines, Significant Ecological Area - SEA_T_5539",1,NA,2.33,0.8,Diameter Used for Flow Approximation,13
CLS,1964,1070,3,2.29,2,2,1,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,NA,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
CLS,2006,470,0.5,2.3,2,1,1,1,1,4,Soil Type Available & Modelled Pressure Available,3.59,4,5,2,3.5,"Building Outlines, Property Parcels",1,NA,1,NA,1.87,0.4,Modelled Flow Data Used,13
CLS,1959,1070,344.28,2.02,2,2,5,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.98,4,4,4,2.5,"Building Outlines, Property Parcels",1,NA,1,NA,2.19,0.8,Diameter Used for Flow Approximation,13
CLS,1998,700,940.5,1.92,2,1,1,3,2,2,Soil Type Available & Modelled Pressure Available,4.25,4,5,3,5,Schools & Hospitals,1,NA,1,NA,2.51,0.6,Modelled Flow Data Used,13
AC,1972,375,1505.6,2.2,2,2,1,1,2,3,Soil Type Available & Modelled Pressure Available,4.16,4,5,1,5,"Schools & Hospitals, Property Parcels",1,NA,5,Gas Transmission,3.6,0.2,Modelled Flow Data Used,13
CLS,1977,700,1206.23,1.53,2,1,1,1,2,2,Soil Type Available & Modelled Pressure Available,4.25,4,5,3,5,Schools & Hospitals,1,NA,1,NA,2.51,0.6,Modelled Flow Data Used,13
CLS,1994,630,2.91,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,4.07,4,5,3,2.5,Property Parcels,1,NA,1,NA,1.91,0.6,Modelled Flow Data Used,13
CLS,1985,400,4.11,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.6125,4,5,3,2.5,Property Parcels,1,NA,1,NA,1.91,0.4,Modelled Flow Data Used,13
CLS,1956,810,45.72,1.59,2,2,5,1,3,1,Soil Type Available & Modelled Pressure Not Available,4.055,4,4,5,2.5,Property Parcels,4,NZ River Lines,1,NA,2.69,0.8,Diameter Used for Flow Approximation,13
CLS,2009,760,5.69,2.13,2,1,5,1,2,3,Soil Type Available & Modelled Pressure Available,4.25,4,5,3,5,Schools & Hospitals,1,NA,1,NA,2.51,0.6,Modelled Flow Data Used,13
CLS,1998,700,29.56,1.92,2,1,1,3,2,2,Soil Type Available & Modelled Pressure Available,4.3175,4,5,3,5,Schools & Hospitals,4,NZ River Lines,1,NA,2.72,0.6,Modelled Flow Data Used,13
CLS,2011,760,1313.7,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,1989,470,3.05,2.3,2,1,1,1,1,4,Soil Type Available & Modelled Pressure Available,3.59,4,5,2,3.5,"Building Outlines, Property Parcels",1,NA,1,NA,1.87,0.4,Modelled Flow Data Used,13
CLS,1977,630,14.26,2.39,2,1,1,1,2,4,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,1987,630,2.2,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,1966,630,175.73,2.2,2,2,1,1,2,3,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,13
CLS,1964,1070,7,2.46,2,2,5,1,3,3,Soil Type Available & Modelled Pressure Not Available,4.0025,4,4,5,1,NA,4,NZ River Lines,1,NA,2.33,0.8,Diameter Used for Flow Approximation,13
CLS,1997,630,0.5,2.3,2,1,1,1,1,4,Soil Type Available & Modelled Pressure Available,4.07,4,5,3,2.5,Property Parcels,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1.91,0.6,Modelled Flow Data Used,13
CLS,2021,1000,8.79,1.62,2,1,1,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,NA,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
CLS,2021,1000,5.28,1.62,2,1,1,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,NA,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
CLS,2019,1050,151.39,1.62,2,1,1,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.9275,4,4,4,1,NA,1,NA,1,NA,1.83,0.8,Diameter Used for Flow Approximation,13
CLS,2013,1200,3.63,1.43,1,1,1,1,1,2,Soil Type Available & Modelled Pressure Available,5,5,5,5,1,NA,1,NA,1,NA,2.11,1,Modelled Flow Data Used,11
CLS,2008,910,1021.04,1.43,1,1,1,1,1,2,Soil Type Available & Modelled Pressure Available,4.67,5,5,4,5,"Schools & Hospitals, Property Parcels",1,NA,1,NA,2.79,0.8,Modelled Flow Data Used,11
CONC,1977,2300,23.35,1.35,1,1,5,1,3,1,Soil Type Available & Modelled Pressure Not Available,5,5,5,5,2.5,Property Parcels,1,NA,1,NA,2.47,1,Diameter Used for Flow Approximation,11
CONC,1977,2200,212.5,1.18,1,1,1,1,3,1,Soil Type Available & Modelled Pressure Not Available,5,5,5,5,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_407,1,NA,2.47,1,Diameter Used for Flow Approximation,11
CLS,2008,910,77.76,1.43,1,1,1,1,1,2,Soil Type Available & Modelled Pressure Available,4.5275,5,5,4,1,NA,1,NA,1,NA,1.83,0.8,Modelled Flow Data Used,11
CONC,1977,2200,276.17,1.35,1,1,5,1,3,1,Soil Type Available & Modelled Pressure Not Available,5,5,5,5,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_4548,1,NA,2.47,1,Diameter Used for Flow Approximation,11
CLS,1984,810,66.97,1.43,1,1,1,1,1,2,Soil Type Not Available & Modelled Pressure Available,4.955,5,5,5,5,NZTA,1,NA,5,AT Main Roads,4.71,0.8,Modelled Flow Data Used,11
CLS,2000,1200,38.02,1.43,1,1,1,1,1,2,Soil Type Available & Modelled Pressure Available,5,5,5,5,2.5,Property Parcels,1,NA,1,NA,2.47,1,Modelled Flow Data Used,11
CLS,1992,810,11.93,1.43,1,1,1,1,1,2,Soil Type Available & Modelled Pressure Available,4.5275,5,5,4,1,NA,1,NA,1,NA,1.83,0.8,Modelled Flow Data Used,11
ELS,1992,990,7.7,1.43,1,1,1,1,1,2,Soil Type Available & Modelled Pressure Available,4.6175,5,5,4,3.5,"Building Outlines, Property Parcels",1,NA,1,NA,2.43,0.8,Modelled Flow Data Used,11
CLS,2002,1200,555.98,1.43,1,1,1,1,1,2,Soil Type Available & Modelled Pressure Available,5,5,5,5,1,NA,1,NA,1,NA,2.11,1,Modelled Flow Data Used,11
CLS,1976,910,50.91,1.43,1,1,1,1,1,2,Soil Type Available & Modelled Pressure Available,4.5275,5,5,4,1,NA,1,NA,1,NA,1.83,0.8,Modelled Flow Data Used,11
CLS,1977,1900,111.87,1.35,1,1,5,1,3,1,Soil Type Available & Modelled Pressure Not Available,5,5,5,5,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_407,1,NA,2.47,1,Diameter Used for Flow Approximation,11
CLS,1983,1070,1.1,1.43,1,1,1,1,1,2,Soil Type Available & Modelled Pressure Available,4.58,5,5,4,2.5,Property Parcels,1,NA,1,NA,2.19,0.8,Modelled Flow Data Used,11
CONC,1977,2200,2237.72,1.35,1,1,5,1,3,1,Soil Type Available & Modelled Pressure Not Available,5,5,5,5,2.5,"Building Outlines, Property Parcels",4,"NZ River Lines, Significant Ecological Area - SEA_T_4548",1,NA,2.69,1,Diameter Used for Flow Approximation,11
CONC,1977,2300,10.84,1.35,1,1,5,1,3,1,Soil Type Available & Modelled Pressure Not Available,5,5,5,5,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_4548,1,NA,2.47,1,Diameter Used for Flow Approximation,11
CLS,2020,1254,5.91,1.18,1,1,1,1,3,1,Soil Type Available & Modelled Pressure Not Available,5,5,5,5,1,NA,1,Aquifer - Franklin Volcanic Aquifer,1,NA,2.11,1,Diameter Used for Flow Approximation,11
CLS,2020,1254,4.85,1.18,1,1,1,1,3,1,Soil Type Available & Modelled Pressure Not Available,5,5,5,5,1,NA,1,Aquifer - Franklin Volcanic Aquifer,1,NA,2.11,1,Diameter Used for Flow Approximation,11
CLS,2020,1200,20.69,1.18,1,1,1,1,3,1,Soil Type Available & Modelled Pressure Not Available,5,5,5,5,2.5,Property Parcels,1,Aquifer - Franklin Volcanic Aquifer,1,NA,2.47,1,Diameter Used for Flow Approximation,11
CLS,2020,1200,91.03,1,1,1,1,1,1,1,Soil Type Available & Modelled Pressure Available,5,5,5,3,2.5,Property Parcels,1,Aquifer - Franklin Volcanic Aquifer,1,NA,1.91,1,Modelled Flow Data Used,11
CLS,2020,1200,164.18,1.18,1,1,1,1,3,1,Soil Type Available & Modelled Pressure Not Available,5,5,5,5,2.5,Property Parcels,1,Aquifer - Franklin Volcanic Aquifer,1,NA,2.47,1,Diameter Used for Flow Approximation,11
CLS,2020,1600,146.9,1.18,1,1,1,1,3,1,Soil Type Available & Modelled Pressure Not Available,5,5,5,5,2.5,Property Parcels,1,Aquifer - Franklin Volcanic Aquifer,1,NA,2.47,1,Diameter Used for Flow Approximation,11
CLS,2020,1200,0,1.18,1,1,1,1,3,1,Soil Type Available & Modelled Pressure Not Available,5,5,5,5,2.5,Property Parcels,1,Aquifer - Franklin Volcanic Aquifer,1,NA,2.47,1,Diameter Used for Flow Approximation,11
CLS,1973,310,269.29,3.15,3,2,3,1,2,5,Soil Type Available & Modelled Pressure Available,2.345,2,1,1,2.5,Property Parcels,4,"NZ River Lines, Significant Ecological Area - SEA_T_5277",1,NA,1.57,0.2,Modelled Flow Data Used,9
PVC-U,2007,100,0.37,3.39,3,1,3,3,3,5,Soil Type Not Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
CLS,1989,310,1.46,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.2175,2,1,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,9
MS,2004,500,2.4,2.78,3,1,1,3,2,4,Soil Type Available & Modelled Pressure Available,2.255,2,1,3,1,NA,1,NA,1,NA,1.56,0.4,Modelled Flow Data Used,9
CI,1970,150,151.03,2.76,3,2,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,Significant Ecological Area - SEA_T_6452,1,NA,1,0.2,Diameter Used for Flow Approximation,9
CI,1953,390,5.02,3.45,3,4,1,1,1,5,Soil Type Available & Modelled Pressure Available,2,2,1,1,1,NA,1,"Place Of Historic Heritage - Auckland Domain/Pukekaroa/Pukekawa Hill Pa site R11_105,  including pits,  terraces,  midden,  house sites,  structures,  memorials,  water supply site,  ponds,  roads,  g",1,NA,1,0.2,Modelled Flow Data Used,9
CLS,1994,390,0.75,2.83,3,1,1,1,2,5,Soil Type Available & Modelled Pressure Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,9
CLS,1999,250,0.98,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.36,2,1,1,3.5,"Building Outlines, Property Parcels",1,NA,1,NA,1.6,0.2,Diameter Used for Flow Approximation,9
CI,1970,200,194.03,2.72,3,2,1,1,3,4,Soil Type Available & Modelled Pressure Available,2,2,1,1,1,NA,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1,0.2,Modelled Flow Data Used,9
PVC-U,2006,150,2.29,3.39,3,1,3,3,3,5,Soil Type Not Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
PE,2011,335,0.6,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Property Parcels,1,Aquifer - Franklin Volcanic Aquifer,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
CLS,2005,310,1.26,2.78,3,1,1,3,2,4,Soil Type Available & Modelled Pressure Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,9
CLS,1994,310,0.76,3.15,3,4,1,3,3,3,Soil Type Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Diameter Used for Flow Approximation,9
PVC-U,2011,150,2.19,3.39,3,1,3,3,3,5,Soil Type Not Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
CLS,1971,150,25.43,2.68,3,2,1,3,3,3,Soil Type Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Building Outlines,1,NA,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
CLS,2006,410,0.64,2.78,3,1,3,3,1,4,Soil Type Not Available & Modelled Pressure Available,2.285,2,1,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Modelled Flow Data Used,9
CLS,1988,310,2,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.2175,2,1,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,9
CLS,1989,470,4.32,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.375,2,1,4,1,NA,1,"Place Of Historic Heritage - Auckland Domain/Pukekaroa/Pukekawa Hill Pa site R11_105,  including pits,  terraces,  midden,  house sites,  structures,  memorials,  water supply site,  ponds,  roads,  g",1,NA,1.83,0.4,Modelled Flow Data Used,9
PE,2014,100,8.35,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,Aquifer - Franklin Volcanic Aquifer,1,NA,1,0.2,Diameter Used for Flow Approximation,9
PE,2011,180,0.45,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,Aquifer - Franklin Volcanic Aquifer,1,NA,1,0.2,Diameter Used for Flow Approximation,9
CLS,1970,310,1.06,3.11,3,2,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
CI,1970,200,0.73,2.72,3,2,1,1,3,4,Soil Type Available & Modelled Pressure Available,2,2,1,1,1,NA,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1,0.2,Modelled Flow Data Used,9
CLS,1972,230,24.67,3.33,3,2,5,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.135,2,1,1,1,NA,4,"NZ River Lines, Aquifer - Auckland Isthmus Volcanic Aquifer",1,NA,1.22,0.2,Diameter Used for Flow Approximation,9
CI,1900,200,14.11,3,3,5,1,1,3,3,Soil Type Available & Modelled Pressure Available,2.2175,2,1,1,2.5,"Building Outlines, Property Parcels",1,"Aquifer - Onehunga Volcanic Aquifer, Place Of Historic Heritage - One Tree Hill /Maungakiekie R11_14",1,NA,1.36,0.2,Modelled Flow Data Used,9
CLS,1994,300,5.71,2.71,3,1,3,3,5,3,Soil Type Not Available & Modelled Pressure Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,9
CLS,2013,310,2,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Available,2.2175,2,1,1,2.5,Property Parcels,1,Aquifer - Franklin Volcanic Aquifer,1,NA,1.36,0.2,Modelled Flow Data Used,9
PE,2014,100,1.13,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,Aquifer - Franklin Volcanic Aquifer,1,NA,1,0.2,Diameter Used for Flow Approximation,9
PVC-U,1975,50,48.9,3.16,3,2,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.36,2,1,1,3.5,"Building Outlines, Property Parcels",1,NA,1,NA,1.6,0.2,Diameter Used for Flow Approximation,9
MS,2014,150,1.82,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Building Outlines,1,Aquifer - Franklin Volcanic Aquifer,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
MS,2004,500,5.61,2.78,3,1,1,3,2,4,Soil Type Available & Modelled Pressure Available,2.255,2,1,3,1,NA,1,NA,1,NA,1.56,0.4,Modelled Flow Data Used,9
CLS,1999,470,66,2.83,3,1,1,1,2,5,Soil Type Available & Modelled Pressure Available,2.1275,2,1,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,9
CLS,1993,200,7.07,3.3,3,5,1,3,2,3,Soil Type Available & Modelled Pressure Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,9
CLS,1993,310,1122.21,3.3,3,5,1,3,2,3,Soil Type Available & Modelled Pressure Available,2.135,2,1,1,1,NA,4,NZ River Lines,1,NA,1.22,0.2,Modelled Flow Data Used,9
PVC-U,2009,150,7.17,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Building Outlines,1,Aquifer - Franklin Volcanic Aquifer,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
PE,2008,225,8.98,2.53,3,1,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2.135,2,1,1,1,NA,4,"NZ River Lines, Aquifer - Kaipara Sand Aquifer",1,NA,1.22,0.2,Diameter Used for Flow Approximation,9
PE,2014,100,6.49,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Building Outlines,1,Aquifer - Franklin Volcanic Aquifer,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
PVC-U,2011,300,0.81,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Property Parcels,1,Aquifer - Franklin Volcanic Aquifer,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
CLS,2015,470,2.55,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.4275,2,2,2,1,NA,1,"Place Of Historic Heritage - Auckland Domain/Pukekaroa/Pukekawa Hill Pa site R11_105,  including pits,  terraces,  midden,  house sites,  structures,  memorials,  water supply site,  ponds,  roads,  g",1,NA,1.28,0.4,Diameter Used for Flow Approximation,9
CLS,2009,200,1.04,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
CLS,1993,310,14.92,3.3,3,5,1,3,2,3,Soil Type Available & Modelled Pressure Available,2.36,2,1,1,3.5,Building Outlines,1,NA,1,NA,1.6,0.2,Modelled Flow Data Used,9
AC,2011,150,2.63,3.39,3,1,3,3,3,5,Soil Type Not Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Diameter Used for Flow Approximation,9
CLS,1982,310,1.11,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
CLS,1991,630,0.75,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.27,2,1,3,2.5,Property Parcels,1,Place Of Historic Heritage - Grafton Library (former),1,NA,1.91,0.6,Modelled Flow Data Used,9
CLS,2000,390,2.6,3.21,3,1,3,3,1,5,Soil Type Available & Modelled Pressure Available,2.3375,2,1,3,1,NA,1,Aquifer - Auckland Isthmus Volcanic Aquifer,1,NA,1.56,0.2,Modelled Flow Data Used,9
CLS,1979,520,1.22,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.285,2,1,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Modelled Flow Data Used,9
CI,1970,150,251.64,2.76,3,2,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_6452,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
CLS,1950,390,137.97,2.97,3,2,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.2175,2,1,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,9
CI,1905,520,18.14,3.39,3,5,1,3,3,3,Soil Type Available & Modelled Pressure Not Available,2.4275,2,2,2,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.28,0.4,Diameter Used for Flow Approximation,9
CLS,1988,310,0.92,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.36,2,1,1,3.5,"Public Park & Sports Area, Building Outlines",1,NA,1,NA,1.6,0.2,Diameter Used for Flow Approximation,9
CLS,1991,630,11.14,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.27,2,1,3,2.5,Property Parcels,1,Place Of Historic Heritage - Grafton Library (former),1,NA,1.91,0.6,Modelled Flow Data Used,9
CLS,1970,310,28.26,3.11,3,2,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
CLS,2007,470,0.77,2.88,3,1,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,2.4275,2,2,2,1,NA,1,NA,1,NA,1.28,0.4,Diameter Used for Flow Approximation,9
CLS,2000,500,10.49,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.4275,2,2,2,1,NA,1,Mana Whenua - Paruroa & Nihotupu,1,NA,1.28,0.4,Diameter Used for Flow Approximation,9
CLS,1966,310,1.43,2.97,3,2,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.2175,2,1,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,9
